General : End date,"10/11/2022 3:43 PM"
"3.92600","4.12093","0.89324"
"3.95200","4.14696","0.89295"
"3.97800","4.17305","0.89144"
"4.00400","4.19909","0.89493"
"4.03000","4.22507","0.89909"
"4.05600","4.25100","0.89614"
"4.08200","4.27698","0.90178"
"4.10800","4.30291","0.92000"
"4.13400","4.32895","0.91881"
"4.16000","4.35498","0.92283"
"4.18600","4.38107","0.92314"
"4.21200","4.40711","0.91537"
"4.23800","4.43314","0.92249"
"4.26400","4.45907","0.92790"
"4.29000","4.48500","0.93173"
"4.31600","4.51093","0.94733"
"4.34200","4.53691","0.94506"
"4.36800","4.56295","0.93485"
"4.39400","4.58898","0.93683"
"4.42000","4.61502","0.93687"
"4.44600","4.64105","0.94331"
"4.47200","4.66704","0.95422"
"4.49800","4.69302","0.95103"
"4.52400","4.71900","0.94934"
"4.55000","4.74498","0.95380"
"4.57600","4.77096","0.95429"
"4.60200","4.79700","0.95806"
"4.62800","4.82304","0.96357"
"4.65400","4.84902","0.96924"
"4.68000","4.87505","0.97744"
"4.70600","4.90098","0.98133"
"4.73200","4.92702","0.98427"
"4.75800","4.95295","0.98062"
"4.78400","4.97893","0.98241"
"4.81000","5.00496","0.98480"
"4.83600","5.03105","0.98062"
"4.86200","5.05704","0.98272"
"4.88800","5.08307","0.98659"
"4.91400","5.10900","0.99316"
"4.94000","5.13498","1.00095"
"4.96600","5.16096","1.00486"
"4.99200","5.18700","0.99041"
"5.01800","5.21298","0.99429"
"5.04400","5.23907","0.99690"
"5.07000","5.26505","0.99638"
"5.09600","5.29109","1.00094"
"5.12200","5.31702","0.99892"
"5.14800","5.34300","1.00247"
"5.17400","5.36893","1.00400"
"5.20000","5.39496","1.01000"
"5.22600","5.42095","1.01294"
"5.25200","5.44704","1.01550"
"5.27800","5.47302","1.01232"
"5.30400","5.49911","1.02248"
"5.33000","5.52504","1.03013"
"5.35600","5.55102","1.03021"
"5.38200","5.57695","1.02832"
"5.40800","5.60293","1.03183"
"5.43400","5.62896","1.02927"
"5.46000","5.65500","1.02846"
"5.48600","5.68104","1.02688"
"5.51200","5.70707","1.03461"
"5.53800","5.73305","1.04788"
"5.56400","5.75898","1.04587"
"5.59000","5.78496","1.03070"
"5.61600","5.81089","1.03366"
"5.64200","5.83693","1.03958"
"5.66800","5.86296","1.04073"
"5.69400","5.88905","1.03742"
"5.72000","5.91504","1.04107"
"5.74600","5.94107","1.03810"
"5.77200","5.96700","1.04631"
"5.79800","5.99304","1.05717"
"5.82400","6.01896","1.05533"
"5.85000","6.04500","1.06480"
"5.87600","6.07104","1.07241"
"5.90200","6.09713","1.06827"
"5.92800","6.12311","1.07330"
"5.95400","6.14909","1.08552"
"5.98000","6.17502","1.10608"
"6.00600","6.20100","1.09879"
"6.03200","6.22693","1.09495"
"6.05800","6.25296","1.10462"
"6.08400","6.27895","1.11689"
"6.11000","6.30504","1.11287"
"6.13600","6.33107","1.11218"
"6.16200","6.35711","1.11234"
"6.18800","6.38304","1.11621"
"6.21400","6.40902","1.12845"
"6.24000","6.43495","1.14196"
"6.26600","6.46093","1.13400"
"6.29200","6.48696","1.13036"
"6.31800","6.51305","1.13679"
"6.34400","6.53909","1.15144"
"6.37000","6.56507","1.15976"
"6.39600","6.59105","1.16292"
"6.42200","6.61698","1.16990"
"6.44800","6.64291","1.17254"
"6.47400","6.66889","1.17930"
"6.50000","6.69493","1.18720"
"6.52600","6.72102","1.18927"
"6.55200","6.74711","1.20181"
"6.57800","6.77309","1.20193"
"6.60400","6.79907","1.20831"
"6.63000","6.82500","1.22146"
"6.65600","6.85098","1.22092"
"6.68200","6.87691","1.21889"
"6.70800","6.90295","1.23455"
"6.73400","6.92898","1.24308"
"6.76000","6.95507","1.24402"
"6.78600","6.98111","1.24946"
"6.81200","7.00709","1.25702"
"6.83800","7.03302","1.24997"
"6.86400","7.05900","1.26502"
"6.89000","7.08493","1.26267"
"6.91600","7.11096","1.26539"
"6.94200","7.13695","1.27098"
"6.96800","7.16304","1.29382"
"6.99400","7.18902","1.30028"
"7.02000","7.21505","1.30536"
"7.04600","7.24104","1.30489"
"7.07200","7.26702","1.30968"
"7.09800","7.29295","1.31606"
"7.12400","7.31893","1.31974"
"7.15000","7.34496","1.32860"
"7.17600","7.37100","1.34451"
"7.20200","7.39704","1.34784"
"7.22800","7.42302","1.34314"
"7.25400","7.44900","1.35237"
"7.28000","7.47498","1.36740"
"7.30600","7.50096","1.37329"
"7.33200","7.52689","1.36860"
"7.35800","7.55293","1.38271"
"7.38400","7.57902","1.38985"
"7.41000","7.60511","1.38881"
"7.43600","7.63109","1.40030"
"7.46200","7.65707","1.40280"
"7.48800","7.68300","1.40354"
"7.51400","7.70898","1.41001"
"7.54000","7.73491","1.42148"
"7.56600","7.76095","1.43294"
"7.59200","7.78698","1.44317"
"7.61800","7.81307","1.44804"
"7.64400","7.83905","1.44882"
"7.67000","7.86514","1.44965"
"7.69600","7.89102","1.45344"
"7.72200","7.91705","1.45735"
"7.74800","7.94293","1.47909"
"7.77400","7.96896","1.48381"
"7.80000","7.99500","1.49350"
"7.82600","8.02104","1.48703"
"7.85200","8.04707","1.48552"
"7.87800","8.07305","1.48935"
"7.90400","8.09904","1.50126"
"7.93000","8.12502","1.51133"
"7.95600","8.15095","1.51866"
"7.98200","8.17693","1.51896"
"8.00800","8.20291","1.53259"
"8.03400","8.22900","1.52733"
"8.06000","8.25504","1.53682"
"8.08600","8.28107","1.54187"
"8.11200","8.30705","1.55238"
"8.13800","8.33304","1.55623"
"8.16400","8.35896","1.54470"
"8.19000","8.38489","1.55111"
"8.21600","8.41098","1.57204"
"8.24200","8.43696","1.58053"
"8.26800","8.46305","1.57852"
"8.29400","8.48903","1.58573"
"8.32000","8.51507","1.59535"
"8.34600","8.54095","1.60475"
"8.37200","8.56693","1.60142"
"8.39800","8.59291","1.60746"
"8.42400","8.61895","1.61790"
"8.45000","8.64498","1.62904"
"8.47600","8.67107","1.62995"
"8.50200","8.69705","1.62646"
"8.52800","8.72309","1.63545"
"8.55400","8.74902","1.64090"
"8.58000","8.77500","1.63210"
"8.60600","8.80088","1.64248"
"8.63200","8.82696","1.65756"
"8.65800","8.85295","1.66494"
"8.68400","8.87904","1.67205"
"8.71000","8.90507","1.67228"
"8.73600","8.93111","1.67826"
"8.76200","8.95704","1.68300"
"8.78800","8.98296","1.67953"
"8.81400","9.00889","1.68148"
"8.84000","9.03487","1.69769"
"8.86600","9.06091","1.69934"
"8.89200","9.08700","1.70375"
"8.91800","9.11309","1.69595"
"8.94400","9.13907","1.70940"
"8.97000","9.16505","1.71939"
"8.99600","9.19098","1.72676"
"9.02200","9.21696","1.72407"
"9.04800","9.24289","1.71868"
"9.07400","9.26893","1.72927"
"9.10000","9.29502","1.73074"
"9.12600","9.32105","1.73347"
"9.15200","9.34709","1.74351"
"9.17800","9.37307","1.74610"
"9.20400","9.39900","1.75257"
"9.23000","9.42498","1.76204"
"9.25600","9.45091","1.76299"
"9.28200","9.47695","1.77703"
"9.30800","9.50298","1.76946"
"9.33400","9.52907","1.76867"
"9.36000","9.55505","1.77453"
"9.38600","9.58109","1.77870"
"9.41200","9.60696","1.78665"
"9.43800","9.63295","1.78735"
"9.46400","9.65893","1.78748"
"9.49000","9.68496","1.78997"
"9.51600","9.71100","1.80031"
"9.54200","9.73703","1.81064"
"9.56800","9.76307","1.81039"
"9.59400","9.78905","1.79889"
"9.62000","9.81504","1.80005"
"9.64600","9.84096","1.80225"
"9.67200","9.86695","1.81111"
"9.69800","9.89293","1.81466"
"9.72400","9.91902","1.82556"
"9.75000","9.94505","1.84039"
"9.77600","9.97109","1.83502"
"9.80200","9.99707","1.84416"
"9.80600","10.00109","1.84492"
