General : End date,"11/8/2022 12:41 PM"
"3.92600","4.22914","1.43903"
"3.95200","4.25518","1.44783"
"3.97800","4.28127","1.44874"
"4.00400","4.30725","1.45381"
"4.03000","4.33329","1.45621"
"4.05600","4.35921","1.46911"
"4.08200","4.38520","1.47908"
"4.10800","4.41107","1.48359"
"4.13400","4.43711","1.47900"
"4.16000","4.46314","1.48441"
"4.18600","4.48923","1.49648"
"4.21200","4.51527","1.49781"
"4.23800","4.54130","1.50218"
"4.26400","4.56723","1.51884"
"4.29000","4.59321","1.52025"
"4.31600","4.61914","1.51921"
"4.34200","4.64507","1.52993"
"4.36800","4.67116","1.53271"
"4.39400","4.69725","1.53616"
"4.42000","4.72334","1.53201"
"4.44600","4.74932","1.54214"
"4.47200","4.77530","1.54894"
"4.49800","4.80123","1.56440"
"4.52400","4.82716","1.56737"
"4.55000","4.85314","1.56044"
"4.57600","4.87918","1.57058"
"4.60200","4.90521","1.56588"
"4.62800","4.93125","1.56402"
"4.65400","4.95723","1.57311"
"4.68000","4.98327","1.58967"
"4.70600","5.00920","1.58955"
"4.73200","5.03518","1.58736"
"4.75800","5.06111","1.59237"
"4.78400","5.08714","1.58228"
"4.81000","5.11318","1.58408"
"4.83600","5.13927","1.58755"
"4.86200","5.16525","1.59163"
"4.88800","5.19123","1.60012"
"4.91400","5.21716","1.60258"
"4.94000","5.24320","1.60323"
"4.96600","5.26912","1.60946"
"4.99200","5.29511","1.61855"
"5.01800","5.32114","1.62759"
"5.04400","5.34723","1.61497"
"5.07000","5.37327","1.61987"
"5.09600","5.39925","1.62208"
"5.12200","5.42523","1.62999"
"5.14800","5.45121","1.62774"
"5.17400","5.47720","1.63691"
"5.20000","5.50318","1.64484"
"5.22600","5.52916","1.64481"
"5.25200","5.55525","1.64481"
"5.27800","5.58129","1.63855"
"5.30400","5.60732","1.63995"
"5.33000","5.63320","1.65617"
"5.35600","5.65918","1.65346"
"5.38200","5.68511","1.65362"
"5.40800","5.71109","1.65612"
"5.43400","5.73718","1.65827"
"5.46000","5.76321","1.66389"
"5.48600","5.78930","1.66183"
"5.51200","5.81529","1.65806"
"5.53800","5.84127","1.65297"
"5.56400","5.86720","1.66089"
"5.59000","5.89313","1.65822"
"5.61600","5.91905","1.65039"
"5.64200","5.94514","1.66271"
"5.66800","5.97112","1.67155"
"5.69400","5.99727","1.67134"
"5.72000","6.02325","1.65970"
"5.74600","6.04929","1.66093"
"5.77200","6.07521","1.66663"
"5.79800","6.10120","1.67765"
"5.82400","6.12707","1.66169"
"5.85000","6.15316","1.64679"
"5.87600","6.17914","1.66272"
"5.90200","6.20523","1.66767"
"5.92800","6.23121","1.66139"
"5.95400","6.25725","1.66379"
"5.98000","6.28323","1.67316"
"6.00600","6.30921","1.67287"
"6.03200","6.33514","1.67127"
"6.05800","6.36118","1.66710"
"6.08400","6.38721","1.67179"
"6.11000","6.41325","1.68145"
"6.13600","6.43929","1.67206"
"6.16200","6.46527","1.67140"
"6.18800","6.49125","1.67022"
"6.21400","6.51718","1.66389"
"6.24000","6.54316","1.66369"
"6.26600","6.56909","1.66953"
"6.29200","6.59518","1.67331"
"6.31800","6.62121","1.67826"
"6.34400","6.64730","1.67416"
"6.37000","6.67329","1.67582"
"6.39600","6.69927","1.68128"
"6.42200","6.72525","1.68745"
"6.44800","6.75118","1.67931"
"6.47400","6.77711","1.66842"
"6.50000","6.80314","1.68281"
"6.52600","6.82912","1.68728"
"6.55200","6.85527","1.68473"
"6.57800","6.88120","1.68992"
"6.60400","6.90729","1.68141"
"6.63000","6.93321","1.68280"
"6.65600","6.95920","1.68778"
"6.68200","6.98507","1.68344"
"6.70800","7.01111","1.68097"
"6.73400","7.03714","1.68057"
"6.76000","7.06329","1.67780"
"6.78600","7.08932","1.69347"
"6.81200","7.11530","1.68951"
"6.83800","7.14123","1.68385"
"6.86400","7.16721","1.67849"
"6.89000","7.19314","1.68188"
"6.91600","7.21912","1.69515"
"6.94200","7.24511","1.68856"
"6.96800","7.27120","1.69737"
"6.99400","7.29729","1.69606"
"7.02000","7.32332","1.68917"
"7.04600","7.34930","1.68529"
"7.07200","7.37523","1.69004"
"7.09800","7.40116","1.70029"
"7.12400","7.42714","1.70526"
"7.15000","7.45318","1.69242"
"7.17600","7.47921","1.70403"
"7.20200","7.50525","1.71434"
"7.22800","7.53123","1.71866"
"7.25400","7.55727","1.71416"
"7.28000","7.58320","1.72208"
"7.30600","7.60918","1.73905"
"7.33200","7.63511","1.74001"
"7.35800","7.66114","1.74793"
"7.38400","7.68718","1.74207"
"7.41000","7.71327","1.74534"
"7.43600","7.73925","1.74748"
"7.46200","7.76529","1.75159"
"7.48800","7.79116","1.75120"
"7.51400","7.81714","1.75679"
"7.54000","7.84307","1.77076"
"7.56600","7.86916","1.78927"
"7.59200","7.89520","1.79554"
"7.61800","7.92129","1.79097"
"7.64400","7.94732","1.79245"
"7.67000","7.97330","1.79331"
"7.69600","7.99923","1.79583"
"7.72200","8.02516","1.80195"
"7.74800","8.05114","1.81135"
"7.77400","8.07712","1.81413"
"7.80000","8.10316","1.80942"
"7.82600","8.12925","1.82308"
"7.85200","8.15529","1.84104"
"7.87800","8.18132","1.83599"
"7.90400","8.20725","1.84608"
"7.93000","8.23318","1.84627"
"7.95600","8.25916","1.84667"
"7.98200","8.28514","1.85735"
"8.00800","8.31123","1.86391"
"8.03400","8.33721","1.87323"
"8.06000","8.36330","1.88302"
"8.08600","8.38923","1.88484"
"8.11200","8.41527","1.88898"
"8.13800","8.44120","1.88524"
"8.16400","8.46718","1.89030"
"8.19000","8.49311","1.89403"
"8.21600","8.51914","1.91189"
"8.24200","8.54518","1.92745"
"8.26800","8.57127","1.93758"
"8.29400","8.59725","1.93018"
"8.32000","8.62329","1.92910"
"8.34600","8.64921","1.92914"
"8.37200","8.67520","1.92757"
"8.39800","8.70113","1.93232"
"8.42400","8.72716","1.94260"
"8.45000","8.75314","1.94811"
"8.47600","8.77929","1.97312"
"8.50200","8.80521","1.97131"
"8.52800","8.83125","1.96920"
"8.55400","8.85718","1.96545"
"8.58000","8.88316","1.97107"
"8.60600","8.90914","1.98473"
"8.63200","8.93513","1.99100"
"8.65800","8.96116","2.00065"
"8.68400","8.98725","2.00293"
"8.71000","9.01329","2.01422"
"8.73600","9.03927","2.00330"
"8.76200","9.06525","2.00802"
"8.78800","9.09118","2.01503"
"8.81400","9.11711","2.02553"
"8.84000","9.14309","2.02113"
"8.86600","9.16918","2.02184"
"8.89200","9.19521","2.02960"
"8.91800","9.22130","2.03836"
"8.94400","9.24729","2.04859"
"8.97000","9.27327","2.05522"
"8.99600","9.29920","2.05125"
"9.02200","9.32513","2.05942"
"9.04800","9.35111","2.05677"
"9.07400","9.37714","2.06802"
"9.10000","9.40318","2.07734"
"9.12600","9.42927","2.08637"
"9.15200","9.45525","2.08588"
"9.17800","9.48129","2.09882"
"9.20400","9.50721","2.10111"
"9.23000","9.53320","2.09933"
"9.25600","9.55912","2.10572"
"9.28200","9.58516","2.11993"
"9.30800","9.61120","2.11421"
"9.33400","9.63723","2.12550"
"9.36000","9.66327","2.13135"
"9.38600","9.68925","2.13437"
"9.41200","9.71523","2.14368"
"9.43800","9.74116","2.14681"
"9.46400","9.76709","2.14037"
"9.49000","9.79313","2.14965"
"9.51600","9.81911","2.16689"
"9.54200","9.84525","2.16931"
"9.56800","9.87129","2.18188"
"9.59400","9.89732","2.18044"
"9.62000","9.92325","2.17697"
"9.64600","9.94918","2.18113"
"9.67200","9.97511","2.18345"
"9.69800","10.00109","2.18759"
